,Day,Hour,tmp,Month,sun,rad
0,1,1,19.1,1,0.0,0.0
1,1,2,18.7,1,0.0,0.0
2,1,3,18.6,1,0.0,0.0
3,1,4,18.7,1,0.0,0.0
4,1,5,18.6,1,0.0,0.0
5,1,6,18.7,1,0.0,0.0
6,1,7,18.8,1,0.0,0.01
7,1,8,18.7,1,0.8,0.07
8,1,9,18.8,1,1.0,0.19
9,1,10,19.2,1,1.0,0.47
10,1,11,19.2,1,1.0,0.57
11,1,12,19.3,1,1.0,0.56
12,1,13,19.2,1,0.8,0.62
13,1,14,18.9,1,0.1,0.22
14,1,15,19.1,1,0.0,0.22
15,1,16,18.8,1,0.0,0.16
16,1,17,18.8,1,0.0,0.03
17,1,18,18.0,1,0.0,0.0
18,1,19,17.9,1,0.0,0.0
19,1,20,18.1,1,0.0,0.0
20,1,21,18.1,1,0.0,0.0
21,1,22,17.4,1,0.0,0.0
22,1,23,17.0,1,0.0,0.0
23,1,24,17.1,1,0.0,0.0
24,2,1,16.9,1,0.0,0.0
25,2,2,17.1,1,0.0,0.0
26,2,3,16.7,1,0.0,0.0
27,2,4,15.9,1,0.0,0.0
28,2,5,15.5,1,0.0,0.0
29,2,6,15.0,1,0.0,0.0
30,2,7,15.2,1,0.0,0.02
31,2,8,16.5,1,0.0,0.42
32,2,9,19.1,1,0.0,1.25
33,2,10,21.0,1,0.0,1.97
34,2,11,21.6,1,0.3,2.46
35,2,12,22.1,1,0.7,2.76
36,2,13,22.8,1,0.0,2.73
37,2,14,22.3,1,0.2,2.18
38,2,15,21.6,1,0.0,0.76
39,2,16,21.7,1,0.0,0.42
40,2,17,21.3,1,0.0,0.12
41,2,18,21.1,1,0.0,0.0
42,2,19,20.7,1,0.0,0.0
43,2,20,20.1,1,0.0,0.0
44,2,21,19.1,1,0.0,0.0
45,2,22,18.9,1,0.0,0.0
46,2,23,17.8,1,0.0,0.0
47,2,24,17.7,1,0.0,0.0
48,3,1,17.2,1,0.0,0.0
49,3,2,17.2,1,0.0,0.0
50,3,3,16.8,1,0.0,0.0
51,3,4,16.5,1,0.0,0.0
52,3,5,16.5,1,0.0,0.0
53,3,6,16.2,1,0.0,0.0
54,3,7,17.1,1,0.0,0.01
55,3,8,17.9,1,0.0,0.21
56,3,9,19.2,1,0.1,0.63
57,3,10,20.6,1,0.1,0.77
58,3,11,22.8,1,0.0,1.56
59,3,12,22.2,1,0.0,1.26
60,3,13,20.5,1,0.1,0.59
61,3,14,19.4,1,0.1,0.29
62,3,15,18.8,1,0.0,0.22
63,3,16,18.5,1,0.0,0.14
64,3,17,18.0,1,0.0,0.03
65,3,18,17.6,1,0.0,0.0
66,3,19,17.4,1,0.0,0.0
67,3,20,17.5,1,0.0,0.0
68,3,21,17.1,1,0.0,0.0
69,3,22,17.1,1,0.0,0.0
70,3,23,16.8,1,0.0,0.0
71,3,24,16.9,1,0.0,0.0
72,4,1,16.6,1,0.0,0.0
73,4,2,16.8,1,0.0,0.0
74,4,3,16.7,1,0.0,0.0
75,4,4,16.7,1,0.0,0.0
76,4,5,15.9,1,0.0,0.0
77,4,6,16.1,1,0.0,0.0
78,4,7,16.1,1,0.0,0.01
79,4,8,16.6,1,0.0,0.17
80,4,9,16.3,1,0.0,0.31
81,4,10,17.1,1,0.0,0.47
82,4,11,18.4,1,0.3,1.16
83,4,12,19.4,1,0.5,1.49
84,4,13,19.8,1,0.2,2.03
85,4,14,19.0,1,0.0,1.56
86,4,15,18.7,1,0.0,0.52
87,4,16,18.3,1,0.0,0.31
88,4,17,18.2,1,0.0,0.1
89,4,18,18.1,1,0.0,0.01
90,4,19,17.8,1,0.0,0.0
91,4,20,17.6,1,0.0,0.0
92,4,21,17.2,1,0.0,0.0
93,4,22,17.1,1,0.0,0.0
94,4,23,16.8,1,0.0,0.0
95,4,24,16.1,1,0.0,0.0
96,5,1,16.6,1,0.0,0.0
97,5,2,16.6,1,0.0,0.0
98,5,3,15.5,1,0.0,0.0
99,5,4,15.7,1,0.0,0.0
100,5,5,15.5,1,0.0,0.0
101,5,6,15.9,1,0.0,0.0
102,5,7,15.4,1,0.0,0.02
103,5,8,16.4,1,0.0,0.48
104,5,9,18.5,1,0.0,1.26
105,5,10,20.5,1,0.0,1.99
106,5,11,22.8,1,0.0,2.49
107,5,12,23.4,1,0.0,2.76
108,5,13,22.9,1,0.0,2.56
109,5,14,22.3,1,0.0,1.22
110,5,15,22.2,1,0.0,0.75
111,5,16,21.8,1,0.0,0.34
112,5,17,21.4,1,0.0,0.14
113,5,18,20.1,1,0.0,0.01
114,5,19,19.2,1,0.0,0.0
115,5,20,19.1,1,0.0,0.0
116,5,21,17.8,1,0.0,0.0
117,5,22,17.4,1,0.0,0.0
118,5,23,16.6,1,0.0,0.0
119,5,24,16.8,1,0.0,0.0
120,6,1,16.9,1,0.0,0.0
121,6,2,16.7,1,0.0,0.0
122,6,3,16.2,1,0.0,0.0
123,6,4,15.8,1,0.0,0.0
124,6,5,16.0,1,0.0,0.0
125,6,6,15.5,1,0.0,0.0
126,6,7,15.2,1,0.0,0.02
127,6,8,16.4,1,0.0,0.48
128,6,9,18.8,1,0.0,1.25
129,6,10,21.4,1,0.0,1.99
130,6,11,22.8,1,0.0,2.49
131,6,12,23.0,1,0.0,2.76
132,6,13,22.8,1,0.0,2.74
133,6,14,23.2,1,0.0,2.49
134,6,15,22.5,1,0.0,1.71
135,6,16,22.1,1,0.0,0.42
136,6,17,20.1,1,0.0,0.1
137,6,18,19.5,1,0.0,0.0
138,6,19,19.8,1,0.0,0.0
139,6,20,19.8,1,0.0,0.0
140,6,21,20.1,1,0.0,0.0
141,6,22,19.9,1,0.0,0.0
142,6,23,19.7,1,0.0,0.0
143,6,24,19.5,1,0.0,0.0
144,7,1,19.7,1,0.0,0.0
145,7,2,19.7,1,0.0,0.0
146,7,3,20.0,1,0.0,0.0
147,7,4,19.8,1,0.0,0.0
148,7,5,19.8,1,0.0,0.0
149,7,6,19.6,1,0.0,0.0
150,7,7,19.7,1,0.0,0.01
151,7,8,19.6,1,0.0,0.1
152,7,9,19.6,1,0.0,0.13
153,7,10,19.6,1,0.1,0.23
154,7,11,19.5,1,0.1,0.3
155,7,12,19.4,1,0.0,0.42
156,7,13,19.7,1,0.0,0.74
157,7,14,19.2,1,0.0,0.59
158,7,15,19.1,1,0.0,0.26
159,7,16,19.0,1,0.0,0.2
160,7,17,19.0,1,0.0,0.05
161,7,18,19.0,1,0.0,0.0
162,7,19,18.6,1,0.0,0.0
163,7,20,18.5,1,0.0,0.0
164,7,21,18.5,1,0.0,0.0
165,7,22,17.5,1,0.0,0.0
166,7,23,17.4,1,0.0,0.0
167,7,24,17.6,1,0.0,0.0
168,8,1,17.8,1,0.0,0.0
169,8,2,17.9,1,0.0,0.0
170,8,3,16.3,1,0.0,0.0
171,8,4,16.3,1,0.0,0.0
172,8,5,16.7,1,0.0,0.0
173,8,6,16.5,1,0.0,0.0
174,8,7,15.8,1,0.0,0.02
175,8,8,16.4,1,0.0,0.3
176,8,9,18.1,1,0.0,0.78
177,8,10,19.6,1,0.2,1.27
178,8,11,20.5,1,0.2,1.09
179,8,12,21.2,1,0.0,1.83
180,8,13,21.1,1,0.0,1.65
181,8,14,21.2,1,0.3,1.35
182,8,15,21.3,1,0.1,1.15
183,8,16,21.2,1,0.0,0.75
184,8,17,20.7,1,0.0,0.31
185,8,18,20.4,1,0.0,0.02
186,8,19,20.0,1,0.0,0.0
187,8,20,19.0,1,0.0,0.0
188,8,21,18.5,1,0.0,0.0
189,8,22,18.0,1,0.0,0.0
190,8,23,17.3,1,0.0,0.0
191,8,24,17.1,1,0.0,0.0
192,9,1,16.7,1,0.0,0.0
193,9,2,16.8,1,0.0,0.0
194,9,3,16.5,1,0.0,0.0
195,9,4,16.3,1,0.0,0.0
196,9,5,16.4,1,0.0,0.0
197,9,6,16.7,1,0.0,0.0
198,9,7,16.5,1,0.0,0.02
199,9,8,17.2,1,0.0,0.23
200,9,9,19.9,1,0.0,1.2
201,9,10,22.2,1,0.1,2.04
202,9,11,23.3,1,0.0,2.49
203,9,12,23.2,1,0.2,2.66
204,9,13,23.0,1,0.0,2.11
205,9,14,22.6,1,0.0,1.1
206,9,15,22.3,1,0.0,0.69
207,9,16,22.3,1,0.0,0.29
208,9,17,21.8,1,0.0,0.06
209,9,18,21.7,1,0.0,0.01
210,9,19,21.5,1,0.0,0.0
211,9,20,21.3,1,0.0,0.0
212,9,21,21.3,1,0.0,0.0
213,9,22,20.5,1,0.0,0.0
214,9,23,19.8,1,0.0,0.0
215,9,24,19.5,1,0.0,0.0
216,10,1,19.4,1,0.0,0.0
217,10,2,19.1,1,0.0,0.0
218,10,3,19.0,1,0.0,0.0
219,10,4,19.0,1,0.0,0.0
220,10,5,18.9,1,0.0,0.0
221,10,6,19.0,1,0.0,0.0
222,10,7,19.0,1,0.0,0.01
223,10,8,20.2,1,0.0,0.15
224,10,9,20.4,1,0.0,0.34
225,10,10,20.3,1,0.0,0.65
226,10,11,20.2,1,0.0,0.4
227,10,12,19.8,1,0.0,0.39
228,10,13,19.9,1,0.0,0.44
229,10,14,18.9,1,0.0,0.19
230,10,15,18.6,1,0.0,0.13
231,10,16,18.9,1,0.0,0.14
232,10,17,18.1,1,0.0,0.05
233,10,18,18.2,1,0.0,0.0
234,10,19,17.9,1,0.0,0.0
235,10,20,17.5,1,0.0,0.0
236,10,21,16.9,1,0.0,0.0
237,10,22,16.8,1,0.0,0.0
238,10,23,16.6,1,0.0,0.0
239,10,24,16.5,1,0.0,0.0
240,11,1,16.2,1,0.0,0.0
241,11,2,16.1,1,0.0,0.0
242,11,3,15.9,1,0.0,0.0
243,11,4,16.0,1,0.0,0.0
244,11,5,15.4,1,0.0,0.0
245,11,6,15.0,1,0.0,0.0
246,11,7,14.8,1,0.0,0.01
247,11,8,15.7,1,0.9,0.13
248,11,9,16.2,1,1.0,0.29
249,11,10,16.7,1,1.0,0.47
250,11,11,17.0,1,0.9,0.78
251,11,12,17.7,1,1.0,1.55
252,11,13,17.7,1,1.0,2.01
253,11,14,17.7,1,1.0,1.71
254,11,15,17.6,1,0.3,0.5
255,11,16,17.1,1,0.0,0.18
256,11,17,17.0,1,0.0,0.09
257,11,18,16.9,1,0.0,0.01
258,11,19,17.0,1,0.0,0.0
259,11,20,16.4,1,0.0,0.0
260,11,21,16.6,1,0.0,0.0
261,11,22,16.0,1,0.0,0.0
262,11,23,16.0,1,0.0,0.0
263,11,24,15.6,1,0.0,0.0
264,12,1,14.4,1,0.0,0.0
265,12,2,13.7,1,0.0,0.0
266,12,3,13.7,1,0.0,0.0
267,12,4,13.2,1,0.0,0.0
268,12,5,13.5,1,0.0,0.0
269,12,6,13.7,1,0.0,0.0
270,12,7,14.4,1,0.0,0.02
271,12,8,15.4,1,0.0,0.41
272,12,9,17.1,1,0.0,1.17
273,12,10,19.0,1,0.0,1.66
274,12,11,20.1,1,0.7,2.32
275,12,12,20.7,1,0.8,2.82
276,12,13,21.4,1,0.3,3.37
277,12,14,21.1,1,0.0,2.47
278,12,15,20.5,1,0.0,0.96
279,12,16,20.2,1,0.0,0.51
280,12,17,19.5,1,0.0,0.12
281,12,18,19.0,1,0.0,0.0
282,12,19,19.4,1,0.0,0.0
283,12,20,19.1,1,0.0,0.0
284,12,21,18.7,1,0.0,0.0
285,12,22,18.4,1,0.0,0.0
286,12,23,17.5,1,0.0,0.0
287,12,24,17.3,1,0.0,0.0
288,13,1,16.3,1,0.0,0.0
289,13,2,16.0,1,0.0,0.0
290,13,3,16.4,1,0.0,0.0
291,13,4,16.4,1,0.0,0.0
292,13,5,16.3,1,0.0,0.0
293,13,6,16.3,1,0.0,0.0
294,13,7,16.2,1,0.0,0.01
295,13,8,16.8,1,0.3,0.14
296,13,9,17.8,1,0.7,0.36
297,13,10,18.8,1,0.9,0.51
298,13,11,19.5,1,1.0,0.6
299,13,12,20.0,1,1.0,0.75
300,13,13,20.1,1,0.8,0.63
301,13,14,20.0,1,0.0,0.3
302,13,15,19.6,1,0.0,0.36
303,13,16,19.6,1,0.0,0.27
304,13,17,19.1,1,0.0,0.09
305,13,18,19.2,1,0.0,0.01
306,13,19,19.3,1,0.0,0.0
307,13,20,19.1,1,0.0,0.0
308,13,21,18.7,1,0.0,0.0
309,13,22,18.2,1,0.0,0.0
310,13,23,18.1,1,0.0,0.0
311,13,24,17.9,1,0.0,0.0
312,14,1,17.6,1,0.0,0.0
313,14,2,17.6,1,0.0,0.0
314,14,3,17.4,1,0.0,0.0
315,14,4,16.8,1,0.0,0.0
316,14,5,16.4,1,0.0,0.0
317,14,6,16.7,1,0.0,0.0
318,14,7,16.9,1,0.2,0.01
319,14,8,17.4,1,1.0,0.18
320,14,9,17.9,1,1.0,0.47
321,14,10,21.1,1,1.0,1.45
322,14,11,22.9,1,1.0,2.54
323,14,12,23.2,1,1.0,2.98
324,14,13,22.6,1,1.0,2.61
325,14,14,22.0,1,1.0,0.7
326,14,15,21.9,1,1.0,0.49
327,14,16,21.5,1,1.0,0.27
328,14,17,21.2,1,1.0,0.23
329,14,18,20.6,1,0.2,0.01
330,14,19,20.1,1,0.0,0.0
331,14,20,19.3,1,0.0,0.0
332,14,21,19.0,1,0.0,0.0
333,14,22,18.4,1,0.0,0.0
334,14,23,18.1,1,0.0,0.0
335,14,24,17.0,1,0.0,0.0
336,15,1,17.1,1,0.0,0.0
337,15,2,17.0,1,0.0,0.0
338,15,3,16.6,1,0.0,0.0
339,15,4,16.1,1,0.0,0.0
340,15,5,16.0,1,0.0,0.0
341,15,6,15.8,1,0.0,0.0
342,15,7,16.1,1,0.2,0.02
343,15,8,17.3,1,1.0,0.49
344,15,9,19.6,1,1.0,1.3
345,15,10,22.5,1,1.0,2.06
346,15,11,24.0,1,1.0,2.6
347,15,12,22.7,1,1.0,2.67
348,15,13,23.9,1,1.0,1.96
349,15,14,22.3,1,1.0,1.74
350,15,15,21.3,1,0.8,1.27
351,15,16,21.0,1,0.4,0.61
352,15,17,20.7,1,0.0,0.22
353,15,18,20.3,1,0.0,0.02
354,15,19,19.9,1,0.0,0.0
355,15,20,18.6,1,0.0,0.0
356,15,21,18.4,1,0.0,0.0
357,15,22,18.2,1,0.0,0.0
358,15,23,18.1,1,0.0,0.0
359,15,24,17.8,1,0.0,0.0
360,16,1,18.0,1,0.0,0.0
361,16,2,18.2,1,0.0,0.0
362,16,3,18.0,1,0.0,0.0
363,16,4,18.3,1,0.0,0.0
364,16,5,18.2,1,0.0,0.0
365,16,6,17.7,1,0.0,0.0
366,16,7,17.5,1,0.0,0.01
367,16,8,18.3,1,0.0,0.08
368,16,9,18.3,1,0.0,0.2
369,16,10,19.4,1,0.0,0.72
370,16,11,20.0,1,0.0,1.18
371,16,12,19.9,1,0.0,0.76
372,16,13,19.7,1,0.0,0.89
373,16,14,19.7,1,0.0,0.64
374,16,15,19.2,1,0.0,0.48
375,16,16,17.5,1,0.0,0.24
376,16,17,17.9,1,0.0,0.16
377,16,18,18.3,1,0.0,0.01
378,16,19,18.5,1,0.0,0.0
379,16,20,18.2,1,0.0,0.0
380,16,21,17.3,1,0.0,0.0
381,16,22,17.4,1,0.0,0.0
382,16,23,17.6,1,0.0,0.0
383,16,24,18.3,1,0.0,0.0
384,17,1,17.6,1,0.0,0.0
385,17,2,17.1,1,0.0,0.0
386,17,3,17.1,1,0.0,0.0
387,17,4,16.9,1,0.0,0.0
388,17,5,16.6,1,0.0,0.0
389,17,6,16.6,1,0.0,0.0
390,17,7,16.9,1,0.0,0.01
391,17,8,17.4,1,0.3,0.19
392,17,9,18.7,1,0.7,0.62
393,17,10,19.3,1,1.0,0.87
394,17,11,18.5,1,1.0,0.66
395,17,12,19.1,1,1.0,1.27
396,17,13,20.6,1,1.0,1.17
397,17,14,21.9,1,1.0,1.22
398,17,15,22.5,1,0.0,1.55
399,17,16,21.7,1,0.0,0.6
400,17,17,21.5,1,0.0,0.35
401,17,18,20.0,1,0.0,0.02
402,17,19,19.0,1,0.0,0.0
403,17,20,18.5,1,0.0,0.0
404,17,21,18.4,1,0.0,0.0
405,17,22,18.4,1,0.0,0.0
406,17,23,17.3,1,0.0,0.0
407,17,24,17.3,1,0.0,0.0
408,18,1,17.3,1,0.0,0.0
409,18,2,17.1,1,0.0,0.0
410,18,3,16.8,1,0.0,0.0
411,18,4,16.4,1,0.0,0.0
412,18,5,15.8,1,0.0,0.0
413,18,6,15.7,1,0.0,0.0
414,18,7,16.0,1,0.0,0.02
415,18,8,16.7,1,0.1,0.31
416,18,9,19.2,1,0.0,1.06
417,18,10,22.1,1,0.2,2.12
418,18,11,24.0,1,0.9,2.63
419,18,12,23.9,1,1.0,2.95
420,18,13,24.2,1,0.8,2.96
421,18,14,24.7,1,0.0,2.68
422,18,15,25.0,1,0.0,2.19
423,18,16,23.8,1,0.0,1.24
424,18,17,22.8,1,0.0,0.56
425,18,18,22.7,1,0.0,0.02
426,18,19,22.4,1,0.0,0.0
427,18,20,22.1,1,0.0,0.0
428,18,21,21.2,1,0.0,0.0
429,18,22,20.1,1,0.0,0.0
430,18,23,18.3,1,0.0,0.0
431,18,24,18.8,1,0.0,0.0
432,19,1,18.3,1,0.0,0.0
433,19,2,18.1,1,0.0,0.0
434,19,3,17.8,1,0.0,0.0
435,19,4,17.2,1,0.0,0.0
436,19,5,18.0,1,0.0,0.0
437,19,6,17.8,1,0.0,0.0
438,19,7,18.0,1,0.0,0.02
439,19,8,18.9,1,0.0,0.29
440,19,9,20.6,1,0.1,0.77
441,19,10,22.3,1,0.5,1.19
442,19,11,23.7,1,0.6,1.44
443,19,12,23.5,1,0.1,1.92
444,19,13,23.7,1,0.0,2.25
445,19,14,23.5,1,0.6,1.61
446,19,15,23.7,1,0.8,1.02
447,19,16,23.7,1,0.3,0.63
448,19,17,23.3,1,0.2,0.34
449,19,18,22.2,1,0.2,0.03
450,19,19,21.9,1,0.0,0.0
451,19,20,22.1,1,0.0,0.0
452,19,21,21.8,1,0.0,0.0
453,19,22,20.6,1,0.0,0.0
454,19,23,20.2,1,0.0,0.0
455,19,24,19.4,1,0.0,0.0
456,20,1,19.1,1,0.0,0.0
457,20,2,19.5,1,0.0,0.0
458,20,3,19.2,1,0.0,0.0
459,20,4,18.7,1,0.0,0.0
460,20,5,18.1,1,0.0,0.0
461,20,6,18.2,1,0.0,0.0
462,20,7,17.9,1,0.0,0.02
463,20,8,18.9,1,0.1,0.3
464,20,9,21.7,1,1.0,1.2
465,20,10,23.4,1,0.9,1.98
466,20,11,24.3,1,0.9,2.64
467,20,12,24.7,1,1.0,1.79
468,20,13,24.2,1,1.0,1.51
469,20,14,24.3,1,1.0,1.52
470,20,15,25.5,1,1.0,1.72
471,20,16,24.3,1,0.7,1.01
472,20,17,24.0,1,0.0,0.16
473,20,18,23.5,1,0.0,0.02
474,20,19,23.1,1,0.0,0.0
475,20,20,21.8,1,0.0,0.0
476,20,21,20.9,1,0.0,0.0
477,20,22,20.0,1,0.0,0.0
478,20,23,20.0,1,0.0,0.0
479,20,24,20.2,1,0.0,0.0
480,21,1,19.5,1,0.0,0.0
481,21,2,18.9,1,0.0,0.0
482,21,3,18.5,1,0.0,0.0
483,21,4,18.5,1,0.0,0.0
484,21,5,18.5,1,0.0,0.0
485,21,6,18.6,1,0.0,0.0
486,21,7,18.7,1,0.2,0.01
487,21,8,18.6,1,1.0,0.12
488,21,9,18.8,1,1.0,0.29
489,21,10,19.1,1,1.0,0.63
490,21,11,19.9,1,1.0,1.29
491,21,12,19.4,1,1.0,1.26
492,21,13,19.1,1,1.0,0.41
493,21,14,19.1,1,0.7,0.31
494,21,15,18.9,1,0.5,0.22
495,21,16,18.8,1,0.5,0.13
496,21,17,18.4,1,0.0,0.04
497,21,18,18.4,1,0.0,0.01
498,21,19,18.5,1,0.0,0.0
499,21,20,18.5,1,0.0,0.0
500,21,21,18.5,1,0.0,0.0
501,21,22,18.5,1,0.0,0.0
502,21,23,18.2,1,0.0,0.0
503,21,24,17.8,1,0.0,0.0
504,22,1,17.6,1,0.0,0.0
505,22,2,17.8,1,0.0,0.0
506,22,3,17.0,1,0.0,0.0
507,22,4,17.0,1,0.0,0.0
508,22,5,16.9,1,0.0,0.0
509,22,6,16.7,1,0.0,0.0
510,22,7,17.1,1,0.0,0.01
511,22,8,17.3,1,0.2,0.15
512,22,9,18.6,1,0.8,0.51
513,22,10,20.0,1,0.7,1.22
514,22,11,19.5,1,1.0,1.22
515,22,12,19.8,1,1.0,0.94
516,22,13,19.1,1,0.7,1.55
517,22,14,18.6,1,0.3,1.47
518,22,15,18.2,1,0.1,0.81
519,22,16,17.7,1,0.0,0.35
520,22,17,17.1,1,0.0,0.07
521,22,18,17.2,1,0.0,0.01
522,22,19,16.9,1,0.0,0.0
523,22,20,16.7,1,0.0,0.0
524,22,21,16.2,1,0.0,0.0
525,22,22,16.1,1,0.0,0.0
526,22,23,15.7,1,0.0,0.0
527,22,24,15.2,1,0.0,0.0
528,23,1,14.3,1,0.0,0.0
529,23,2,14.0,1,0.0,0.0
530,23,3,14.4,1,0.0,0.0
531,23,4,13.8,1,0.0,0.0
532,23,5,13.4,1,0.0,0.0
533,23,6,13.1,1,0.0,0.0
534,23,7,12.9,1,0.0,0.01
535,23,8,13.4,1,0.0,0.18
536,23,9,13.8,1,0.0,0.51
537,23,10,14.9,1,0.0,1.18
538,23,11,14.5,1,0.0,1.23
539,23,12,14.9,1,0.0,1.07
540,23,13,14.0,1,0.0,0.65
541,23,14,13.8,1,0.0,0.42
542,23,15,13.9,1,0.0,0.22
543,23,16,13.7,1,0.0,0.14
544,23,17,13.4,1,0.0,0.04
545,23,18,13.9,1,0.0,0.0
546,23,19,13.4,1,0.0,0.0
547,23,20,13.7,1,0.0,0.0
548,23,21,13.6,1,0.0,0.0
549,23,22,13.3,1,0.0,0.0
550,23,23,13.0,1,0.0,0.0
551,23,24,12.8,1,0.0,0.0
552,24,1,12.4,1,0.0,0.0
553,24,2,12.3,1,0.0,0.0
554,24,3,12.4,1,0.0,0.0
555,24,4,12.5,1,0.0,0.0
556,24,5,12.6,1,0.0,0.0
557,24,6,12.8,1,0.0,0.0
558,24,7,12.5,1,0.0,0.0
559,24,8,12.3,1,0.0,0.05
560,24,9,12.7,1,0.0,0.11
561,24,10,13.1,1,0.0,0.19
562,24,11,13.4,1,0.3,0.24
563,24,12,13.8,1,0.0,0.33
564,24,13,13.9,1,0.0,0.32
565,24,14,13.9,1,0.0,0.22
566,24,15,13.6,1,0.0,0.13
567,24,16,13.8,1,0.0,0.08
568,24,17,13.7,1,0.0,0.04
569,24,18,13.3,1,0.0,0.01
570,24,19,13.6,1,0.0,0.0
571,24,20,13.8,1,0.0,0.0
572,24,21,13.7,1,0.0,0.0
573,24,22,13.6,1,0.0,0.0
574,24,23,13.8,1,0.0,0.0
575,24,24,13.8,1,0.0,0.0
576,25,1,13.3,1,0.0,0.0
577,25,2,12.8,1,0.0,0.0
578,25,3,12.9,1,0.0,0.0
579,25,4,12.4,1,0.0,0.0
580,25,5,12.9,1,0.0,0.0
581,25,6,12.8,1,0.0,0.0
582,25,7,13.2,1,0.0,0.0
583,25,8,13.5,1,0.0,0.06
584,25,9,14.2,1,0.0,0.19
585,25,10,14.5,1,0.0,0.26
586,25,11,14.9,1,0.0,0.32
587,25,12,15.2,1,0.0,0.48
588,25,13,15.6,1,0.0,0.37
589,25,14,15.7,1,0.0,0.31
590,25,15,15.2,1,0.0,0.12
591,25,16,14.7,1,0.0,0.07
592,25,17,14.5,1,0.0,0.05
593,25,18,14.7,1,0.0,0.01
594,25,19,14.8,1,0.0,0.0
595,25,20,14.4,1,0.0,0.0
596,25,21,14.3,1,0.0,0.0
597,25,22,14.1,1,0.0,0.0
598,25,23,14.1,1,0.0,0.0
599,25,24,14.2,1,0.0,0.0
600,26,1,14.3,1,0.0,0.0
601,26,2,14.3,1,0.0,0.0
602,26,3,14.1,1,0.0,0.0
603,26,4,13.9,1,0.0,0.0
604,26,5,13.7,1,0.0,0.0
605,26,6,13.8,1,0.0,0.0
606,26,7,13.9,1,0.0,0.0
607,26,8,14.2,1,0.0,0.05
608,26,9,14.5,1,0.0,0.14
609,26,10,15.2,1,0.0,0.24
610,26,11,15.4,1,0.0,0.4
611,26,12,16.0,1,0.0,0.58
612,26,13,15.7,1,0.0,0.38
613,26,14,16.0,1,0.0,0.35
614,26,15,16.2,1,0.0,0.23
615,26,16,15.7,1,0.0,0.09
616,26,17,15.6,1,0.0,0.04
617,26,18,15.7,1,0.0,0.0
618,26,19,15.6,1,0.0,0.0
619,26,20,15.2,1,0.0,0.0
620,26,21,15.1,1,0.0,0.0
621,26,22,14.6,1,0.0,0.0
622,26,23,14.5,1,0.0,0.0
623,26,24,14.7,1,0.0,0.0
624,27,1,14.7,1,0.0,0.0
625,27,2,14.7,1,0.0,0.0
626,27,3,14.8,1,0.0,0.0
627,27,4,15.1,1,0.0,0.0
628,27,5,15.1,1,0.0,0.0
629,27,6,15.0,1,0.0,0.0
630,27,7,15.1,1,0.0,0.0
631,27,8,15.4,1,0.0,0.05
632,27,9,15.9,1,0.0,0.16
633,27,10,16.5,1,0.0,0.24
634,27,11,16.5,1,0.0,0.19
635,27,12,16.7,1,0.0,0.18
636,27,13,16.8,1,0.0,0.24
637,27,14,16.1,1,0.0,0.17
638,27,15,15.7,1,0.0,0.11
639,27,16,15.3,1,0.0,0.11
640,27,17,15.5,1,0.0,0.06
641,27,18,15.4,1,0.0,0.01
642,27,19,15.3,1,0.0,0.0
643,27,20,15.4,1,0.0,0.0
644,27,21,15.5,1,0.0,0.0
645,27,22,15.4,1,0.0,0.0
646,27,23,15.3,1,0.0,0.0
647,27,24,15.3,1,0.0,0.0
648,28,1,15.1,1,0.0,0.0
649,28,2,15.0,1,0.0,0.0
650,28,3,15.0,1,0.0,0.0
651,28,4,14.9,1,0.0,0.0
652,28,5,14.9,1,0.0,0.0
653,28,6,15.5,1,0.0,0.01
654,28,7,15.6,1,0.1,0.02
655,28,8,15.7,1,0.5,0.07
656,28,9,15.9,1,1.0,0.17
657,28,10,16.3,1,0.8,0.4
658,28,11,16.5,1,1.0,0.49
659,28,12,16.7,1,1.0,0.5
660,28,13,16.5,1,1.0,0.39
661,28,14,16.4,1,0.5,0.25
662,28,15,16.5,1,0.5,0.2
663,28,16,15.8,1,0.0,0.15
664,28,17,16.1,1,0.0,0.07
665,28,18,16.0,1,0.0,0.01
666,28,19,15.8,1,0.0,0.0
667,28,20,15.7,1,0.0,0.0
668,28,21,15.6,1,0.0,0.0
669,28,22,15.5,1,0.0,0.0
670,28,23,15.5,1,0.0,0.0
671,28,24,15.2,1,0.0,0.0
672,29,1,15.2,1,0.0,0.0
673,29,2,15.0,1,0.0,0.0
674,29,3,14.9,1,0.0,0.0
675,29,4,14.9,1,0.0,0.0
676,29,5,14.9,1,0.0,0.0
677,29,6,15.0,1,0.0,0.0
678,29,7,15.2,1,0.0,0.01
679,29,8,15.5,1,0.0,0.11
680,29,9,16.5,1,0.0,0.37
681,29,10,18.5,1,0.0,1.02
682,29,11,19.8,1,0.1,1.48
683,29,12,20.5,1,0.4,1.17
684,29,13,22.0,1,0.4,2.19
685,29,14,21.7,1,0.4,2.24
686,29,15,21.3,1,0.0,1.27
687,29,16,21.1,1,0.0,0.61
688,29,17,20.7,1,0.0,0.22
689,29,18,20.5,1,0.0,0.03
690,29,19,20.1,1,0.0,0.0
691,29,20,19.4,1,0.0,0.0
692,29,21,19.3,1,0.0,0.0
693,29,22,19.1,1,0.0,0.0
694,29,23,18.5,1,0.0,0.0
695,29,24,18.6,1,0.0,0.0
696,30,1,18.4,1,0.0,0.0
697,30,2,18.4,1,0.0,0.0
